nameLast,nameFirst,playerID,Age,year,reliability,mPA,mAB,mR,mH,m2B,m3B,mHR,mRBI,mSB,mCS,mBB,mSO,mIBB,mHBP,mSH,mSF,mGIDP
LeCroy,Matt,lecroma01,31,2006,0.77,404,363,40,97,15,0,15,56,1,1,33,85,2,5,1,2,9
Lee,Travis,leetr01,31,2006,0.77,422,381,50,102,22,2,12,47,6,3,37,66,3,1,1,2,9
Lieberthal,Mike,liebemi01,34,2006,0.83,474,426,52,116,26,1,13,55,1,1,34,54,6,9,1,4,12
Lofton,Kenny,loftoke01,39,2006,0.81,434,390,64,113,18,5,6,35,16,4,34,46,2,3,4,3,5
Lowell,Mike,lowelmi01,32,2006,0.86,546,488,64,129,32,1,17,69,4,1,48,67,4,4,1,5,14
Ludwick,Ryan,ludwiry01,28,2006,0.45,229,206,26,53,10,1,9,27,2,1,19,48,1,2,1,1,4
Lunsford,Trey,lunsftr01,27,2006,0,200,179,25,48,10,1,6,23,3,1,17,31,1,2,1,1,4
Machado,Andy,machaan01,25,2006,0.22,214,188,25,50,11,1,5,23,4,1,21,44,2,2,1,2,3
Majewski,Val,majewva01,25,2006,0.04,201,181,26,49,10,1,5,24,3,1,16,31,1,2,1,1,4
Matranga,Dave,matrada01,29,2006,0.02,200,180,25,48,10,1,6,23,3,1,16,32,1,2,1,1,4
McAnulty,Paul,mcanupa01,25,2006,0.11,214,189,27,51,9,1,5,23,4,1,19,35,2,3,2,1,4
McCann,Brian,mccanbr01,22,2006,0.46,302,267,35,76,13,1,8,36,3,2,27,42,5,2,4,2,7
McLouth,Nate,mclouna01,25,2006,0.33,260,234,37,63,13,1,9,30,4,1,17,41,1,5,2,2,6
Menechino,Frank,menecfr01,35,2006,0.67,321,276,38,68,13,2,8,28,1,2,36,54,1,6,2,1,6
Meyers,Chad,meyerch02,31,2006,0,200,179,25,48,10,1,5,23,3,1,17,32,1,2,1,1,4
Minor,Damon,minorda01,32,2006,0.2,207,181,24,47,9,1,5,22,2,1,20,37,1,4,1,1,5
Mirabelli,Doug,mirabdo01,36,2006,0.63,294,264,36,67,16,1,10,36,2,1,25,67,1,3,1,1,6
Monroe,Craig,monrocr01,29,2006,0.84,560,513,66,140,27,3,20,79,6,3,36,91,3,3,1,7,13
Morneau,Justin,morneju01,25,2006,0.78,503,452,61,117,24,2,21,75,2,2,42,86,7,4,1,4,10
Morse,Mike,morsemi01,24,2006,0.52,329,293,38,83,15,1,7,35,4,2,26,57,1,7,1,2,9
Nieves,Wil,nievewi01,29,2006,0.02,202,181,24,48,10,1,6,23,3,1,17,33,1,2,1,1,4
Pena,Carlos,penaca01,28,2006,0.81,404,354,52,88,16,2,17,52,4,2,42,100,2,4,1,3,7
Perez,Antonio,perezan01,26,2006,0.62,345,307,41,87,16,2,6,32,10,3,29,67,1,5,2,2,5
Petagine,Roberto,petagro01,35,2006,0.13,218,195,26,52,11,1,6,29,3,1,19,35,1,2,1,1,7
Phelps,Josh,phelpjo01,28,2006,0.76,329,297,40,78,16,1,12,46,1,1,23,74,2,7,0,2,9
Quinlan,Robb,quinlro01,29,2006,0.59,289,264,35,73,16,1,8,31,3,2,20,46,1,2,1,2,6
Reed,Keith,reedke01,28,2006,0.02,203,182,25,49,10,1,6,24,3,1,17,33,1,2,1,1,4
Reese,Kevin,reeseke01,28,2006,0.01,201,179,25,48,10,1,6,23,3,1,18,32,1,2,1,1,4
Renteria,Edgar,renteed01,31,2006,0.87,610,550,82,158,35,2,10,70,15,6,47,77,4,2,5,6,15
Restovich,Michael,restomi01,27,2006,0.46,268,240,35,63,13,2,7,26,2,1,24,49,1,2,1,1,7
Richard,Chris,richach01,32,2006,0.07,200,179,24,47,9,1,6,23,3,2,17,33,1,2,1,1,4
Rivera,Juan,riverju01,28,2006,0.78,431,397,51,112,23,1,14,57,4,5,30,54,3,1,2,1,14
Rodriguez,Ivan,rodriiv01,35,2006,0.85,520,480,68,139,30,3,14,63,7,4,31,87,4,3,1,5,16
Rodriguez,Luis,rodrilu01,26,2006,0.46,302,266,35,73,15,2,6,33,4,2,26,41,1,2,5,3,6
Rollins,Jimmy,rolliji01,28,2006,0.88,638,583,93,165,36,8,11,57,26,7,46,75,4,3,4,2,7
Sadler,Ray,sadlera01,26,2006,0.03,204,183,25,50,10,1,6,24,3,1,17,32,1,2,1,1,4
Saenz,Olmedo,saenzol01,36,2006,0.65,388,349,45,91,20,1,15,59,2,1,31,73,2,4,1,3,12
Sandoval,Danny,sandoda01,27,2006,0.01,201,180,26,48,10,1,6,23,3,1,17,32,1,2,1,1,4
Sardinha,Dane,sardida01,27,2006,0.02,202,181,25,48,10,1,6,23,3,1,17,33,1,2,1,1,4
Schumaker,Skip,schumsk01,26,2006,0.1,213,191,31,52,10,1,5,24,4,1,18,32,1,2,1,1,4
Sledge,Terrmel,sledgte01,29,2006,0.63,268,239,30,63,12,3,8,35,3,2,24,41,2,1,2,2,4
Stenson,Dernell,stensde01,28,2006,0.19,200,177,26,47,10,1,6,24,2,1,18,35,1,2,1,2,3
Stern,Adam,sternad01,26,2006,0.06,208,186,28,49,10,1,6,25,4,2,17,34,1,3,1,1,4
Stewart,Shannon,stewash01,32,2006,0.85,542,489,64,139,27,2,11,56,6,4,41,65,3,5,2,5,9
Sullivan,Cory,sullico01,27,2006,0.64,412,368,59,106,17,3,7,36,10,3,30,74,1,3,7,4,7
Swisher,Nick,swishni01,26,2006,0.71,468,413,60,104,27,1,17,63,2,1,47,88,3,5,1,2,9
Thompson,Rich,thompri02,27,2006,0,200,179,25,48,10,1,6,23,4,1,17,31,1,2,1,1,5
Tonis,Mike,tonismi01,27,2006,0.02,201,180,24,48,10,1,6,23,3,1,17,31,1,2,1,1,5
Torcato,Tony,torcato01,27,2006,0.12,207,183,24,51,9,1,5,23,3,1,17,32,1,3,2,2,5
Truby,Chris,trubych01,33,2006,0.11,200,179,23,48,10,1,5,22,3,1,17,35,1,2,1,1,4
Tyner,Jason,tynerja01,29,2006,0.34,230,206,28,58,11,1,4,23,4,1,19,32,1,2,2,1,5
Ugueto,Luis,uguetlu01,27,2006,0.01,200,179,26,48,10,1,6,24,4,1,17,31,1,2,1,1,4
Vento,Mike,ventomi01,28,2006,0.01,201,180,25,48,10,1,6,23,3,1,17,32,1,2,1,1,4
Vitiello,Joe,vitiejo01,36,2006,0.18,200,179,24,49,10,1,6,24,2,1,16,33,1,2,1,2,4
Walker,Todd,walketo04,33,2006,0.83,459,415,58,117,24,3,12,51,2,2,36,50,3,2,2,4,8
Weeks,Rickie,weeksri01,24,2006,0.64,407,356,54,92,16,2,12,44,12,2,38,82,2,9,2,2,10
Werth,Jayson,werthja01,27,2006,0.74,430,378,58,96,21,3,13,53,9,2,43,106,2,5,1,3,7
Wesson,Barry,wessoba01,29,2006,0.03,200,180,25,48,9,1,6,24,3,1,16,33,1,2,1,1,4
Whiteside,Eli,whiteel03,27,2006,0.05,206,185,25,50,10,1,6,24,3,1,17,33,1,2,1,1,5
Willingham,Josh,willijo03,27,2006,0.18,217,192,26,52,10,1,6,25,3,1,19,36,1,3,2,1,5
Wilson,Josh,wilsojo03,25,2006,0.04,206,184,26,49,11,1,6,23,3,1,17,34,1,3,1,1,4
Young,Walter,youngwa01,26,2006,0.13,218,195,25,54,10,1,6,25,3,1,19,35,2,2,1,1,5
Abad,Andy,abadan01,34,2006,0.05,200,179,23,46,9,1,5,22,3,2,17,33,1,2,1,1,5
Adams,Russ,adamsru01,26,2006,0.72,480,425,61,114,23,4,10,57,9,2,43,55,2,4,2,6,7
Alfaro,Jason,alfarja01,29,2006,0.04,201,180,24,48,9,1,5,22,3,1,16,34,1,2,2,1,5
Almonte,Erick,almoner01,28,2006,0.22,200,179,26,48,10,1,5,23,3,1,16,34,1,2,2,1,5
Alvarez,Tony,alvarto01,27,2006,0.13,204,182,25,48,10,1,6,26,3,1,17,32,1,2,1,2,4
Ambres,Chip,ambrech01,27,2006,0.41,284,251,38,65,14,1,8,26,5,2,25,48,2,3,3,2,7
Anderson,Brian N.,anderbr03,24,2006,0.13,218,197,26,52,10,1,7,25,4,1,16,39,1,2,2,1,5
Andino,Robert,andinro01,22,2006,0.17,225,200,27,52,13,1,5,23,4,1,20,34,2,2,2,1,5
Bellhorn,Mark,bellhma01,32,2006,0.81,440,376,55,90,23,1,10,47,5,2,57,117,1,3,1,3,6
Bergeron,Peter,bergepe01,29,2006,0.13,204,183,23,48,9,1,5,21,3,2,16,38,1,2,2,1,4
Bigbie,Larry,bigbila01,29,2006,0.79,405,365,49,98,17,2,10,43,7,3,33,80,1,1,3,3,5
Biggio,Craig,biggicr01,41,2006,0.87,596,537,80,139,35,1,18,56,8,2,37,89,2,14,5,3,8
Blake,Casey,blakeca01,33,2006,0.86,558,499,70,126,30,1,19,62,5,6,44,107,2,8,3,4,12
Blanco,Andres,blancan01,22,2006,0.37,250,225,29,62,9,3,5,25,3,3,16,30,1,3,4,2,5
Boone,Bret,boonebr01,37,2006,0.85,446,402,52,101,20,2,15,56,7,3,36,84,2,4,1,3,13
Bowen,Rob,bowenro01,25,2006,0.12,203,179,23,46,9,1,6,23,3,1,18,35,1,2,2,2,5
Brown,Adrian,brownad01,32,2006,0.07,201,181,24,48,9,1,5,22,4,1,16,33,1,2,1,1,4
Bruntlett,Eric,brunter01,28,2006,0.46,267,240,37,61,12,2,9,31,8,2,21,48,1,2,2,2,6
Budzinski,Mark,budzima01,33,2006,0.02,200,180,24,47,9,1,5,23,3,1,16,34,1,2,1,1,4
Burke,Jamie,burkeja02,35,2006,0.32,214,193,28,54,11,1,4,24,2,1,16,30,1,2,1,2,5
Burkhart,Morgan,burkhmo01,34,2006,0.04,200,180,24,47,9,1,5,23,3,1,16,32,1,2,1,1,4
Burroughs,Sean,burrose01,26,2006,0.82,415,375,45,107,17,3,4,36,5,2,29,50,3,7,2,2,8
Byrnes,Eric,byrneer01,30,2006,0.84,491,443,62,114,28,4,13,51,10,2,37,80,1,7,1,3,8
Calzado,Napoleon,calzana01,29,2006,0.02,202,182,24,48,10,1,5,23,3,1,16,32,1,2,1,1,4
Casanova,Raul,casanra01,34,2006,0.02,202,182,24,48,9,1,5,23,3,1,16,33,1,2,1,1,4
Castilla,Vinny,castivi02,39,2006,0.85,539,491,61,126,31,2,18,76,3,2,37,87,5,5,1,5,18
Castro,Ramon A.,castrra02,27,2006,0.05,202,181,25,48,10,1,5,24,3,1,17,32,2,2,1,1,5
Chamblee,Jim,chambji01,31,2006,0,200,180,24,47,10,1,5,23,3,1,16,33,1,2,1,1,4
Chen,Chin-Feng,chench01,29,2006,0.06,205,184,25,48,9,1,5,24,3,1,17,36,1,2,1,1,5
Clark,Doug,clarkdo01,30,2006,0.02,203,182,26,47,10,1,5,23,3,1,17,33,1,2,1,1,4
Clark,Howie,clarkho02,32,2006,0.39,213,189,26,50,10,1,5,22,2,1,17,29,1,2,3,2,5
Closser,J.D.,clossjd01,26,2006,0.61,348,307,37,80,17,2,8,36,3,1,33,58,1,3,3,2,9
Collier,Lou,collilo01,33,2006,0.12,204,183,26,48,9,1,5,23,3,2,17,35,1,2,1,1,5
Conine,Jeff,coninje01,40,2006,0.84,450,403,49,111,24,2,9,53,4,2,36,63,3,3,2,6,13
Cordova,Marty,cordoma01,37,2006,0.09,200,178,24,46,9,1,5,22,3,1,18,32,2,2,1,1,4
Costa,Shane,costash01,25,2006,0.27,244,219,32,58,10,1,7,27,3,1,19,36,1,3,2,1,6
Crede,Joe,credejo01,28,2006,0.84,490,446,58,114,24,1,18,62,2,1,30,69,2,7,3,4,10
Cromer,Tripp,crometr01,39,2006,0.01,200,180,23,47,9,1,5,23,3,1,16,33,1,2,1,1,4
Dallimore,Brian,dallibr01,33,2006,0.16,208,186,26,49,10,1,5,24,2,2,17,32,1,2,1,2,5
Daubach,Brian,daubabr01,34,2006,0.49,226,196,26,47,13,1,6,23,2,1,25,45,1,2,1,2,5
DePastino,Joe,depasjo01,33,2006,0,200,180,24,47,10,1,5,23,3,1,16,33,1,2,1,1,4
DeVore,Doug,devordo01,29,2006,0.28,211,191,21,49,9,2,6,24,3,1,16,40,1,2,1,1,4
Diaz,Matt,diazma02,28,2006,0.34,251,225,28,60,11,3,6,27,2,2,18,41,1,4,2,2,6
Dominique,Andy,dominan01,31,2006,0.05,203,182,24,47,9,1,5,23,3,1,16,33,1,3,1,1,4
Dransfeldt,Kelly,dranske01,31,2006,0.09,203,184,25,50,9,1,5,24,3,1,15,33,1,2,1,1,4
Dubois,Jason,duboija01,27,2006,0.48,304,275,35,70,16,1,11,37,2,2,22,77,2,4,1,2,5
Dye,Jermaine,dyeje01,32,2006,0.83,548,495,70,127,25,2,21,70,7,3,42,101,3,6,1,4,15
Encarnacion,Juan,encarju01,30,2006,0.85,535,486,61,129,28,3,15,68,8,5,37,86,2,6,3,3,11
Erickson,Matt,erickma01,31,2006,0.02,201,181,24,48,10,1,5,23,3,1,16,32,1,2,1,1,4
Escalona,Felix,escalfe01,27,2006,0.15,209,186,24,48,10,1,5,23,3,1,17,35,1,3,2,1,5
Estrada,Johnny,estrajo01,30,2006,0.77,443,403,44,114,28,0,7,53,1,1,29,54,5,7,1,3,14
Everett,Carl,evereca01,35,2006,0.83,504,451,58,117,21,2,18,69,5,3,37,82,3,9,1,6,11
Fasano,Sal,fasansa01,35,2006,0.42,287,260,37,66,10,1,12,33,2,1,20,56,1,5,1,1,7
Flores,Jose,florejo01,33,2006,0.02,200,179,24,47,9,1,5,23,3,1,17,33,1,2,1,1,4
Franco,Julio,francju01,48,2006,0.74,369,330,39,88,17,2,9,50,4,2,33,73,3,2,1,3,12
Freire,Alejandro,freiral01,32,2006,0.23,236,212,27,55,11,1,6,24,3,1,19,42,1,3,1,1,7
Furmaniak,J.J.,furmajj01,27,2006,0.11,215,192,26,50,10,2,5,23,3,1,19,33,1,2,1,1,4
Galarraga,Andres,galaran01,45,2006,0.43,201,183,23,49,9,1,6,24,2,2,14,38,1,2,1,1,6
German,Esteban,germaes01,28,2006,0.2,208,187,28,51,9,1,5,24,4,2,16,35,1,2,2,1,5
Gerut,Jody,gerutjo01,29,2006,0.8,350,313,41,82,20,2,8,37,5,3,30,43,2,4,1,2,7
Gettis,Byron,gettiby01,26,2006,0.14,205,181,26,47,9,1,5,21,3,2,19,36,2,2,1,2,4
Giambi,Jeremy,giambje01,32,2006,0.28,200,175,23,43,9,1,6,22,2,1,21,38,1,2,1,1,4
Giarratano,Tony,giarrto01,24,2006,0.16,224,200,27,51,9,1,6,26,4,1,20,34,1,2,1,1,5
Ginter,Keith,ginteke01,30,2006,0.76,322,284,35,70,14,1,10,40,3,1,27,63,1,6,2,3,7
Gipson,Charles,gipsoch01,34,2006,0.1,208,184,26,48,10,1,5,23,5,2,17,34,1,2,4,1,4
Glavine,Mike,glavimi01,33,2006,0.02,200,180,24,47,9,1,5,23,3,1,16,33,1,2,1,1,4
Gomez,Alexis,gomezal01,28,2006,0.15,212,190,24,50,9,1,5,24,3,1,18,35,1,2,1,1,4
Gonzalez,Adrian,gonzaad01,24,2006,0.45,285,259,35,67,14,1,9,34,2,1,21,51,2,2,1,2,5
Graffanino,Tony,graffto01,34,2006,0.78,440,397,63,110,19,2,8,40,9,2,34,59,2,4,3,2,10
Greene,Khalil,greenkh01,27,2006,0.8,493,442,57,117,29,3,14,63,5,1,37,88,5,6,2,6,9
Gregorio,Tom,gregoto01,29,2006,0.05,200,180,24,47,9,1,5,23,3,1,16,34,1,2,1,1,4
Grieve,Ben,grievbe01,30,2006,0.61,242,208,27,53,11,0,6,26,1,1,28,49,3,3,1,2,4
Grudzielanek,Mark,grudzma01,36,2006,0.82,509,470,60,136,28,2,8,47,6,4,28,71,2,6,3,2,13
Guiel,Aaron,guielaa01,34,2006,0.67,276,247,36,62,14,0,9,28,3,2,20,50,1,6,1,2,5
Hairston,Jerry,hairsje02,30,2006,0.78,448,393,52,107,24,2,5,36,12,8,35,50,1,10,8,2,7
Hammock,Robby,hammoro01,29,2006,0.55,221,201,26,53,13,2,6,24,3,2,16,39,3,1,1,2,6
Hardy,J.J.,hardyjj01,24,2006,0.64,414,363,48,96,22,1,10,50,2,1,41,52,6,2,6,2,9
Harris,Brendan,harribr01,26,2006,0.2,211,190,24,49,11,1,6,24,2,1,16,33,1,3,1,1,5
Hart,Bo,hartbo01,30,2006,0.46,201,182,25,49,9,2,4,21,2,1,13,36,1,3,2,1,3
Harvey,Ken,harveke01,28,2006,0.76,273,251,27,69,13,1,7,31,1,1,17,48,1,3,1,1,7
Heintz,Chris,heintch01,32,2006,0.1,213,192,24,50,12,1,5,24,3,1,17,36,1,2,1,1,5
Hernandez,Anderson,hernaan01,24,2006,0.07,210,188,25,49,10,1,6,23,3,2,18,33,1,2,1,1,4
Hill,Bobby,hillbo01,28,2006,0.57,279,246,32,66,12,1,4,30,2,2,23,43,2,7,1,2,9
Hooper,Kevin,hoopeke01,30,2006,0.03,204,182,24,48,10,1,5,23,3,1,16,33,1,2,3,1,4
House,J.R.,housejr01,27,2006,0.03,201,181,25,48,10,1,5,23,3,1,16,32,1,2,1,1,5
Houston,Tyler,houstty01,35,2006,0.2,200,181,22,48,10,1,5,24,2,1,15,34,1,2,1,1,4
Hubbard,Trenidad,hubbatr01,40,2006,0.05,200,179,23,46,9,1,5,22,3,1,17,33,1,2,1,1,4
Hudson,Orlando,hudsoor01,29,2006,0.84,506,458,61,123,25,5,10,57,6,2,38,79,1,4,1,5,11
Hundley,Todd,hundlto01,37,2006,0.09,200,178,23,45,9,1,6,25,3,2,18,36,1,2,1,1,4
Hunter,Torii,hunteto01,31,2006,0.84,465,422,62,110,26,1,16,64,14,6,35,77,4,5,0,3,13
Inge,Brandon,ingebr01,29,2006,0.84,593,530,61,138,25,7,14,65,7,5,47,110,1,4,6,6,11
Jimenez,D'Angelo,jimenda01,29,2006,0.81,325,286,37,76,14,2,6,30,6,3,35,49,1,1,2,1,6
Johnson,Charles,johnsch04,35,2006,0.71,264,230,30,54,14,0,9,33,2,1,29,55,1,2,1,2,6
Johnson,Reed,johnsre02,30,2006,0.83,478,436,62,119,22,3,9,55,5,4,25,80,2,13,2,2,11
Johnson,Rontrez,johnsro06,30,2006,0.01,200,180,26,48,10,1,5,23,3,1,16,33,1,2,1,1,4
Johnson,Russ,johnsru01,33,2006,0.08,210,188,27,49,11,1,5,22,3,1,17,35,1,3,1,1,4
Jones,Jacque,jonesja04,31,2006,0.85,553,504,67,132,24,2,19,68,12,5,38,106,5,6,2,3,13
Jones,Jason,jonesja05,30,2006,0.23,200,179,23,46,10,1,5,22,2,1,16,33,1,3,1,1,4
Jose,Felix,josefe01,41,2006,0.06,200,178,23,46,9,1,5,24,3,1,18,33,2,2,1,1,5
Kelton,David,keltoda01,27,2006,0.06,201,181,24,47,10,1,5,23,3,1,16,34,1,2,1,1,4
Kennedy,Adam,kennead01,30,2006,0.83,483,431,59,121,21,2,8,44,16,5,36,74,3,8,5,3,8
Kielty,Bobby,kieltbo01,30,2006,0.8,444,384,55,96,22,1,11,52,4,2,51,73,3,4,2,3,11
Kinkade,Mike,kinkami01,33,2006,0.32,200,176,25,44,9,1,5,20,2,2,15,35,2,7,1,1,6
Knott,Jon,knottjo02,28,2006,0.05,202,181,24,48,11,1,5,23,3,1,17,34,1,2,1,1,4
Koonce,Graham,kooncgr01,31,2006,0.02,200,180,24,47,10,1,5,23,3,1,16,34,1,2,1,1,4
Krynzel,Dave,krynzda01,25,2006,0.16,208,185,25,48,9,1,5,23,3,1,17,38,1,4,1,1,4
Lamb,Mike,lambmi01,31,2006,0.72,406,368,47,94,17,4,14,59,3,2,31,74,2,2,1,4,9
Lankford,Ray,lankfra01,39,2006,0.44,224,197,29,50,12,1,6,23,3,2,21,44,2,2,1,3,5
LaRocca,Greg,larocgr01,34,2006,0.02,200,180,25,48,10,1,5,22,3,1,16,32,1,2,1,1,4
LaRue,Jason,larueja01,32,2006,0.81,456,399,47,100,25,1,14,56,2,2,35,104,5,16,3,3,9
Latham,Chris,lathach01,33,2006,0,200,180,25,48,10,1,5,23,3,1,16,32,1,2,1,1,4
Ledee,Ricky,ledeeri01,33,2006,0.72,354,313,42,80,18,1,11,48,2,1,33,70,3,3,1,4,7
Leone,Justin,leoneju01,29,2006,0.28,212,190,26,48,10,1,7,24,3,1,17,40,1,3,1,1,3
Lopez,Mickey,lopezmi01,33,2006,0.02,201,179,24,47,9,1,5,23,3,1,17,32,1,3,1,1,4
Lugo,Julio,lugoju01,31,2006,0.87,610,545,75,152,31,4,9,60,23,6,50,87,1,5,5,5,7
Luna,Hector,lunahe01,26,2006,0.56,296,266,41,72,15,3,5,35,10,3,21,49,1,4,2,3,6
Mackowiak,Rob,mackoro01,30,2006,0.82,512,459,58,120,21,4,12,60,10,3,43,101,3,5,2,3,6
Marrero,Eli,marreel01,33,2006,0.65,306,274,36,71,16,2,10,39,3,1,23,57,1,2,2,5,5
Martinez,Edgar,martied01,43,2006,0.77,255,224,25,58,11,0,7,31,1,1,27,46,3,2,0,2,7
Martinez,Tino,martiti02,39,2006,0.82,428,375,49,94,16,1,15,54,3,1,43,63,5,5,1,4,11
Matos,Julius,matosju01,32,2006,0.13,200,181,24,48,9,1,6,23,3,1,15,33,1,2,1,1,5
Matthews,Gary,matthga02,32,2006,0.82,495,446,63,115,26,3,13,50,9,3,43,89,2,2,1,3,8
McCarty,David,mccarda01,37,2006,0.42,220,197,28,53,11,1,5,25,2,1,18,42,1,2,1,2,5
McClain,Scott,mcclasc01,34,2006,0.06,208,186,24,48,10,1,5,23,3,1,18,33,1,2,1,1,5
McPherson,Dallas,mcpheda01,26,2006,0.51,314,287,40,74,17,2,11,38,5,3,23,72,1,2,1,1,6
Melhuse,Adam,melhuad01,34,2006,0.59,274,251,31,65,15,1,9,34,2,1,20,55,1,1,1,1,5
Meluskey,Mitch,melusmi01,33,2006,0.03,200,178,24,46,10,1,5,23,3,1,17,32,1,2,1,2,4
Mendez,Donaldo,mendedo01,28,2006,0.19,200,179,24,47,10,1,5,23,3,1,16,39,1,2,1,2,3
Mientkiewicz,Doug,mientdo01,32,2006,0.81,401,351,45,91,21,1,9,39,2,2,42,50,4,3,2,3,11
Mohr,Dustan,mohrdu01,30,2006,0.77,379,334,49,83,19,2,13,40,3,3,36,91,2,4,2,3,7
Molina,Bengie,molinbe01,32,2006,0.81,461,426,46,119,20,0,14,67,1,2,25,47,2,2,3,5,17
Mosquera,Julio,mosquju01,34,2006,0,200,180,24,47,10,1,5,23,3,1,16,32,1,2,1,1,4
Mottola,Chad,mottoch01,35,2006,0.05,202,181,24,46,10,1,6,24,3,1,17,33,1,2,1,1,5
Murray,Calvin,murraca01,35,2006,0.02,201,180,25,47,9,1,5,23,3,1,17,32,1,2,1,1,4
Myers,Greg,myersgr01,40,2006,0.51,208,187,24,50,10,0,6,25,1,1,18,34,1,1,1,1,7
Myrow,Brian,myrowbr01,30,2006,0.09,212,188,25,49,10,1,5,22,3,1,20,37,1,2,1,1,4
Nady,Xavier,nadyxa01,28,2006,0.73,386,351,45,93,17,2,12,43,4,2,26,68,1,6,2,1,9
Nevin,Phil,nevinph01,35,2006,0.82,469,422,54,110,20,1,16,68,3,1,39,94,2,3,1,4,12
Niekro,Lance,niekrla01,27,2006,0.56,351,319,41,84,18,3,12,49,2,2,24,58,1,3,1,4,10
Ojeda,Augie,ojedaau01,32,2006,0.24,207,183,28,49,8,1,5,22,3,1,18,29,1,2,2,2,4
Olerud,John,olerujo01,38,2006,0.8,346,303,33,79,16,1,7,42,1,1,36,43,3,3,1,3,10
Orr,Pete,orrpe01,27,2006,0.4,281,256,43,73,14,2,5,25,7,2,18,42,1,2,4,1,5
Ortmeier,Dan,ortmeda01,25,2006,0.1,213,189,25,50,10,1,5,24,4,1,19,34,1,3,1,1,6
Palmeiro,Rafael,palmera01,42,2006,0.85,476,416,53,104,18,1,19,64,2,1,51,55,6,3,0,6,10
Payton,Jay,paytoja01,34,2006,0.84,469,429,59,116,19,3,15,58,3,2,32,56,2,3,2,3,13
Phillips,Paul,phillpa01,29,2006,0.23,234,215,28,57,12,2,6,28,3,1,15,33,1,2,1,1,7
Piazza,Mike,piazzmi01,38,2006,0.81,474,420,47,107,22,0,17,55,1,1,48,73,7,3,1,2,12
Pickering,Calvin,pickeca01,30,2006,0.38,230,203,30,51,11,1,8,30,2,1,22,51,1,1,1,3,6
Pierre,Juan,pierrju01,29,2006,0.88,634,575,83,170,21,9,4,43,43,15,40,42,1,7,10,2,9
Pierzynski,A.J.,pierzaj01,30,2006,0.84,500,459,55,126,26,2,13,64,2,2,24,55,5,12,2,3,17
Podsednik,Scott,podsesc01,30,2006,0.86,555,498,74,137,25,4,7,37,46,13,45,79,1,4,5,3,8
Porter,Colin,porteco01,31,2006,0.17,204,185,24,49,9,1,5,21,3,1,15,42,1,2,1,1,5
Prieto,Chris,prietch01,34,2006,0.01,202,181,24,47,10,1,5,23,3,1,16,32,1,2,2,1,4
Raburn,Ryan,raburry01,25,2006,0.09,203,182,25,48,10,1,5,23,3,1,17,37,1,2,1,1,4
Ramirez,Julio,ramirju01,29,2006,0.02,202,181,27,48,10,1,5,24,3,1,16,32,1,2,2,1,4
Randa,Joe,randajo01,37,2006,0.85,558,505,66,138,33,2,13,61,1,1,41,76,2,5,2,5,12
Ransom,Cody,ransoco01,30,2006,0.25,208,187,28,49,11,1,5,24,3,2,16,40,1,2,2,1,4
Redman,Prentice,redmapr01,27,2006,0.06,200,179,25,47,10,1,6,23,4,1,16,34,1,2,2,1,4
Reed,Jeremy,reedje03,25,2006,0.71,479,428,58,117,28,2,6,45,10,7,43,64,2,3,3,2,9
Rios,Alexis,riosal01,25,2006,0.79,506,465,66,129,25,6,8,50,14,6,33,90,1,4,1,3,14
Rivera,Mike,rivermi02,30,2006,0.13,200,179,22,46,9,1,5,21,2,1,17,33,1,2,1,1,6
Rivera,Ruben,riverru01,33,2006,0.12,200,179,24,46,9,1,6,22,3,1,17,35,2,2,1,1,4
Romero,Mandy,romerma01,39,2006,0.02,200,179,24,47,10,1,5,22,3,1,16,33,1,3,1,1,5
Ross,Cody,rossco01,26,2006,0.14,213,191,24,50,10,1,6,25,3,1,17,38,1,2,2,1,5
Ruan,Wilkin,ruanwi01,28,2006,0.09,200,181,23,48,10,1,5,22,3,1,15,32,1,2,1,1,4
Salmon,Tim,salmoti01,38,2006,0.69,221,195,24,50,11,1,5,24,2,1,21,37,1,3,0,2,4
Sanchez,Freddy,sanchfr01,29,2006,0.69,448,410,52,115,23,3,7,38,3,2,27,47,2,4,4,3,6
Sandberg,Jared,sandbja01,28,2006,0.28,200,177,23,45,11,1,6,25,2,1,18,41,1,2,2,1,4
Santos,Angel,santoan01,27,2006,0.17,200,181,24,48,9,1,6,22,3,1,15,34,1,2,1,1,4
Santos,Francisco,santofr01,32,2006,0.04,200,180,24,47,10,1,6,23,3,1,16,32,1,2,1,1,4
Sears,Todd,searsto01,31,2006,0.17,200,178,24,47,9,1,5,24,2,1,17,34,1,2,1,2,5
Segui,David,seguida01,40,2006,0.46,206,185,23,49,9,1,5,22,2,1,17,37,2,2,1,1,6
Seguignol,Fernando,seguife01,31,2006,0.02,200,179,24,47,9,1,5,23,3,1,17,33,1,2,1,1,4
Self,Todd,selfto01,28,2006,0.17,224,201,28,52,11,1,6,25,3,1,18,36,1,2,2,1,5
Shabala,Adam,shabaad01,28,2006,0.07,209,186,25,49,9,1,5,26,3,1,17,35,1,2,2,2,5
Shoppach,Kelly,shoppke01,26,2006,0.06,208,186,25,48,10,1,6,23,3,1,17,36,1,3,1,1,4
Smith,Mark,smithma03,36,2006,0.15,200,179,24,46,10,1,6,24,2,1,16,33,1,2,1,2,6
