"nameLast","nameFirst","playerID","Age","year","reliability","mPA","mAB","mR","mH","m2B","m3B","mHR","mRBI","mSB","mCS","mBB","mSO","mIBB","mHBP","mSH","mSF","mGIDP"
"Clark","Brady","clarkbr02",28,2001,0.04,206.00,182.00,27.00,50.00,10.00,1.00,6.00,27.00,3.00,1.00,19.00,33.00,1.00,2.00,1.00,2.00,4.00
"Clark","Dave","clarkda05",39,2001,0.27,200.00,177.00,24.00,44.00,9.00,1.00,4.00,20.00,3.00,1.00,19.00,41.00,1.00,2.00,1.00,1.00,4.00
"Clark","Tony","clarkto02",29,2001,0.82,377.00,334.00,49.00,94.00,20.00,0.00,19.00,59.00,2.00,1.00,39.00,75.00,4.00,2.00,0.00,2.00,10.00
"Clark","Will","clarkwi02",37,2001,0.82,483.00,415.00,71.00,123.00,27.00,1.00,18.00,65.00,4.00,2.00,59.00,72.00,3.00,4.00,0.00,5.00,9.00
"Clayton","Royce","claytro01",31,2001,0.85,538.00,479.00,72.00,124.00,23.00,4.00,13.00,54.00,11.00,6.00,44.00,88.00,1.00,3.00,8.00,4.00,14.00
"Clemente","Edgard","clemeed02",26,2001,0.49,257.00,234.00,32.00,62.00,12.00,2.00,8.00,32.00,2.00,1.00,17.00,58.00,1.00,2.00,2.00,2.00,5.00
"Clyburn","Danny","clybuda01",27,2001,0.27,209.00,186.00,27.00,49.00,10.00,1.00,7.00,24.00,2.00,1.00,19.00,39.00,1.00,2.00,1.00,1.00,6.00
"Coffie","Ivanon","coffiiv01",24,2001,0.22,234.00,207.00,30.00,56.00,12.00,2.00,6.00,29.00,4.00,1.00,22.00,36.00,1.00,2.00,1.00,2.00,6.00
"Colangelo","Mike","colanmi01",25,2001,0.01,200.00,174.00,27.00,50.00,10.00,1.00,6.00,26.00,3.00,1.00,21.00,31.00,1.00,2.00,1.00,2.00,4.00
"Colbrunn","Greg","colbrgr01",32,2001,0.72,408.00,357.00,51.00,107.00,21.00,3.00,14.00,58.00,3.00,2.00,39.00,59.00,2.00,8.00,1.00,3.00,10.00
"Coleman","Michael","colemmi01",26,2001,0.02,201.00,176.00,28.00,49.00,10.00,1.00,6.00,26.00,3.00,1.00,20.00,31.00,1.00,2.00,1.00,2.00,4.00
"Collier","Lou","collilo01",28,2001,0.62,235.00,206.00,28.00,54.00,10.00,2.00,4.00,27.00,3.00,2.00,23.00,40.00,2.00,2.00,1.00,3.00,5.00
"Conine","Jeff","coninje01",35,2001,0.81,474.00,427.00,54.00,118.00,26.00,1.00,13.00,60.00,3.00,3.00,37.00,61.00,1.00,3.00,1.00,6.00,13.00
"Conti","Jason","contija01",26,2001,0.29,250.00,223.00,32.00,59.00,12.00,3.00,6.00,34.00,5.00,1.00,23.00,49.00,3.00,2.00,1.00,1.00,5.00
"Cookson","Brent","cooksbr01",32,2001,0.02,200.00,176.00,26.00,48.00,9.00,1.00,6.00,25.00,3.00,1.00,19.00,32.00,1.00,2.00,1.00,2.00,4.00
"Coomer","Ron","coomero01",35,2001,0.85,545.00,505.00,59.00,134.00,25.00,1.00,16.00,72.00,3.00,1.00,33.00,66.00,2.00,2.00,0.00,5.00,20.00
"Coquillette","Trace","coquitr01",27,2001,0.32,239.00,211.00,27.00,55.00,12.00,1.00,6.00,29.00,3.00,1.00,23.00,42.00,1.00,2.00,1.00,2.00,6.00
"Cora","Alex","coraal01",26,2001,0.65,400.00,357.00,44.00,89.00,18.00,5.00,7.00,39.00,5.00,2.00,30.00,57.00,3.00,6.00,5.00,2.00,7.00
"Cora","Joey","corajo01",36,2001,0.63,200.00,175.00,31.00,47.00,8.00,1.00,3.00,15.00,3.00,2.00,21.00,23.00,0.00,1.00,2.00,1.00,3.00
"Cordero","Wil","cordewi01",30,2001,0.80,490.00,446.00,67.00,123.00,29.00,3.00,16.00,65.00,3.00,2.00,34.00,77.00,1.00,6.00,1.00,3.00,14.00
"Cordova","Marty","cordoma01",32,2001,0.79,359.00,316.00,43.00,84.00,16.00,2.00,9.00,46.00,5.00,3.00,35.00,66.00,2.00,5.00,0.00,3.00,12.00
"Counsell","Craig","counscr01",31,2001,0.70,308.00,267.00,39.00,71.00,14.00,2.00,5.00,29.00,3.00,2.00,33.00,39.00,2.00,2.00,4.00,2.00,5.00
"Cox","Darron","coxda02",34,2001,0.08,203.00,179.00,26.00,48.00,9.00,1.00,6.00,25.00,3.00,1.00,18.00,33.00,1.00,3.00,1.00,2.00,4.00
"Cox","Steve","coxst01",27,2001,0.62,386.00,335.00,48.00,95.00,20.00,1.00,12.00,41.00,3.00,2.00,44.00,53.00,2.00,4.00,1.00,2.00,10.00
"Cradle","Rickey","cradlri01",28,2001,0.02,200.00,175.00,26.00,48.00,9.00,1.00,6.00,26.00,4.00,1.00,20.00,33.00,1.00,2.00,1.00,2.00,4.00
"Crede","Joe","credejo01",23,2001,0.06,208.00,183.00,29.00,53.00,11.00,1.00,6.00,28.00,3.00,1.00,20.00,32.00,1.00,2.00,1.00,2.00,4.00
"Crespo","Felipe","crespfe01",28,2001,0.50,275.00,239.00,32.00,67.00,13.00,2.00,7.00,40.00,5.00,3.00,25.00,44.00,2.00,4.00,3.00,4.00,5.00
"Cromer","D.T.","cromedt01",30,2001,0.18,226.00,201.00,30.00,57.00,12.00,1.00,7.00,30.00,3.00,1.00,19.00,41.00,2.00,2.00,2.00,2.00,4.00
"Cromer","Tripp","crometr01",34,2001,0.20,211.00,187.00,27.00,47.00,8.00,1.00,7.00,26.00,3.00,1.00,20.00,35.00,1.00,1.00,2.00,1.00,6.00
"Cruz","Deivi","cruzde01",29,2001,0.85,563.00,527.00,66.00,150.00,35.00,3.00,11.00,67.00,3.00,4.00,19.00,57.00,1.00,4.00,8.00,5.00,16.00
"Cruz","Ivan","cruziv01",33,2001,0.07,206.00,183.00,27.00,49.00,9.00,1.00,6.00,25.00,3.00,1.00,18.00,39.00,1.00,2.00,1.00,2.00,5.00
"Cruz","Jacob","cruzja01",28,2001,0.32,228.00,202.00,30.00,57.00,12.00,1.00,6.00,32.00,3.00,2.00,21.00,35.00,1.00,2.00,1.00,2.00,5.00
"Cruz Jr.","Jose","cruzjo02",27,2001,0.84,582.00,503.00,82.00,127.00,26.00,4.00,23.00,67.00,14.00,4.00,72.00,114.00,4.00,2.00,2.00,3.00,8.00
"Cummings","Midre","cummimi01",30,2001,0.59,318.00,282.00,40.00,78.00,14.00,1.00,8.00,39.00,4.00,2.00,29.00,45.00,1.00,3.00,2.00,2.00,6.00
"Curtis","Chad","curtich01",33,2001,0.79,415.00,353.00,57.00,92.00,19.00,1.00,9.00,48.00,9.00,4.00,52.00,68.00,1.00,3.00,3.00,4.00,11.00
"Cuyler","Milt","cuylemi01",33,2001,0.02,200.00,175.00,28.00,48.00,10.00,1.00,7.00,26.00,3.00,1.00,20.00,32.00,1.00,2.00,1.00,2.00,4.00
"Dalesandro","Mark","dalesma01",33,2001,0.21,203.00,182.00,26.00,49.00,10.00,1.00,6.00,26.00,3.00,1.00,16.00,29.00,1.00,2.00,1.00,2.00,5.00
"Damon","Johnny","damonjo01",28,2001,0.88,636.00,563.00,105.00,173.00,34.00,8.00,15.00,74.00,29.00,7.00,60.00,61.00,4.00,3.00,4.00,6.00,8.00
"Darr","Mike","darrmi02",25,2001,0.53,319.00,284.00,37.00,79.00,17.00,3.00,6.00,40.00,9.00,2.00,32.00,60.00,2.00,1.00,1.00,1.00,9.00
"Daubach","Brian","daubabr01",29,2001,0.79,516.00,463.00,62.00,124.00,32.00,3.00,21.00,76.00,2.00,2.00,44.00,111.00,2.00,5.00,1.00,3.00,7.00
"Davanon","Jeff","davanje02",28,2001,0.07,202.00,177.00,28.00,48.00,9.00,2.00,6.00,27.00,3.00,2.00,20.00,34.00,1.00,2.00,1.00,2.00,4.00
"Davidson","Cleatus","davidcl02",25,2001,0.07,202.00,177.00,28.00,48.00,9.00,1.00,6.00,26.00,4.00,1.00,19.00,32.00,1.00,2.00,2.00,2.00,5.00
"Davis","Ben","davisbe01",24,2001,0.61,303.00,269.00,34.00,70.00,14.00,1.00,7.00,34.00,3.00,2.00,29.00,61.00,3.00,1.00,2.00,2.00,7.00
"Davis","Chili","davisch01",41,2001,0.68,255.00,222.00,28.00,58.00,12.00,1.00,8.00,32.00,2.00,1.00,30.00,45.00,3.00,1.00,0.00,2.00,6.00
"Davis","Eric","daviser01",39,2001,0.76,369.00,324.00,50.00,93.00,18.00,1.00,12.00,53.00,4.00,3.00,40.00,75.00,1.00,2.00,0.00,3.00,8.00
"Davis","Russ","davisru01",32,2001,0.79,344.00,312.00,44.00,80.00,14.00,1.00,14.00,46.00,2.00,2.00,24.00,71.00,1.00,3.00,2.00,3.00,7.00
"Davis","Tommy","davisto03",28,2001,0.02,201.00,177.00,27.00,49.00,9.00,1.00,6.00,25.00,3.00,1.00,19.00,33.00,1.00,2.00,1.00,2.00,5.00
"Dawkins","Travis","dawkitr01",22,2001,0.17,223.00,198.00,30.00,54.00,11.00,1.00,6.00,27.00,3.00,1.00,20.00,36.00,2.00,2.00,2.00,1.00,6.00
"Decker","Steve","deckest01",36,2001,0.21,208.00,180.00,24.00,47.00,11.00,1.00,5.00,23.00,3.00,1.00,23.00,32.00,1.00,2.00,1.00,2.00,6.00
"DeHaan","Kory","dehaako01",25,2001,0.31,255.00,228.00,38.00,59.00,14.00,1.00,7.00,33.00,6.00,3.00,21.00,55.00,1.00,2.00,2.00,2.00,5.00
"de la Rosa","Tomas","delarto01",23,2001,0.24,238.00,208.00,30.00,60.00,11.00,2.00,7.00,31.00,5.00,2.00,24.00,36.00,1.00,2.00,3.00,1.00,5.00
"Delgado","Carlos","delgaca01",29,2001,0.87,624.00,518.00,100.00,158.00,42.00,1.00,37.00,117.00,2.00,1.00,89.00,113.00,12.00,12.00,0.00,5.00,10.00
"Delgado","Wilson","delgawi01",29,2001,0.47,278.00,249.00,37.00,66.00,10.00,1.00,5.00,28.00,4.00,2.00,24.00,45.00,1.00,2.00,1.00,2.00,5.00
"Dellaero","Jason","dellaja01",25,2001,0.10,204.00,180.00,26.00,47.00,9.00,1.00,6.00,25.00,3.00,1.00,19.00,36.00,1.00,2.00,1.00,2.00,4.00
"Dellucci","David","delluda01",28,2001,0.64,239.00,215.00,30.00,62.00,11.00,3.00,4.00,28.00,2.00,2.00,21.00,45.00,1.00,2.00,0.00,1.00,4.00
"DeRosa","Mark","derosma01",26,2001,0.09,208.00,182.00,34.00,50.00,10.00,1.00,6.00,27.00,3.00,1.00,21.00,32.00,1.00,2.00,1.00,2.00,4.00
"DeShields","Delino","deshide01",32,2001,0.84,559.00,489.00,75.00,138.00,29.00,5.00,10.00,65.00,23.00,9.00,60.00,76.00,2.00,1.00,4.00,5.00,11.00
"Devereaux","Mike","devermi01",38,2001,0.04,200.00,175.00,25.00,47.00,9.00,1.00,6.00,24.00,3.00,2.00,20.00,32.00,1.00,2.00,1.00,2.00,5.00
"Diaz","Alex","diazal01",33,2001,0.25,205.00,185.00,24.00,45.00,9.00,1.00,5.00,25.00,4.00,2.00,17.00,37.00,1.00,1.00,1.00,1.00,3.00
"Diaz","Edwin","diazed03",26,2001,0.04,201.00,175.00,28.00,49.00,11.00,1.00,6.00,26.00,3.00,1.00,21.00,32.00,2.00,2.00,1.00,2.00,4.00
"Diaz","Einar","diazei01",29,2001,0.73,380.00,343.00,43.00,94.00,18.00,2.00,6.00,37.00,7.00,3.00,24.00,43.00,1.00,6.00,5.00,2.00,9.00
"Difelice","Mike","difelmi01",32,2001,0.69,331.00,301.00,35.00,78.00,17.00,2.00,9.00,36.00,2.00,1.00,22.00,56.00,1.00,2.00,3.00,3.00,9.00
"DiSarcina","Gary","disarga01",34,2001,0.73,251.00,228.00,31.00,61.00,12.00,1.00,3.00,28.00,3.00,2.00,14.00,28.00,0.00,3.00,5.00,1.00,6.00
"Donnels","Chris","donnech01",35,2001,0.15,220.00,192.00,31.00,52.00,11.00,1.00,9.00,30.00,3.00,1.00,23.00,36.00,2.00,2.00,1.00,2.00,6.00
"Doster","David","dosteda01",31,2001,0.27,211.00,185.00,25.00,47.00,8.00,1.00,6.00,25.00,3.00,1.00,21.00,37.00,2.00,1.00,2.00,2.00,4.00
"Dransfeldt","Kelly","dranske01",26,2001,0.23,219.00,197.00,26.00,49.00,10.00,1.00,6.00,26.00,3.00,1.00,19.00,43.00,1.00,1.00,1.00,1.00,5.00
"Drew","J.D.","drewjd01",26,2001,0.78,486.00,412.00,76.00,117.00,20.00,4.00,18.00,57.00,15.00,5.00,61.00,89.00,3.00,6.00,4.00,3.00,6.00
"Ducey","Rob","duceyro01",36,2001,0.69,322.00,275.00,41.00,66.00,15.00,2.00,10.00,40.00,3.00,2.00,41.00,72.00,2.00,3.00,1.00,2.00,4.00
"Dunston","Shawon","dunstsh01",38,2001,0.70,341.00,316.00,46.00,83.00,16.00,3.00,11.00,49.00,8.00,3.00,14.00,58.00,1.00,5.00,3.00,3.00,11.00
"Dunwoody","Todd","dunwoto01",26,2001,0.72,318.00,291.00,35.00,72.00,15.00,3.00,5.00,33.00,4.00,2.00,20.00,64.00,1.00,2.00,2.00,3.00,5.00
"Durazo","Erubiel","durazer01",27,2001,0.61,335.00,286.00,50.00,82.00,14.00,2.00,13.00,48.00,3.00,1.00,43.00,62.00,2.00,2.00,1.00,3.00,5.00
"Durham","Ray","durhara01",30,2001,0.88,624.00,545.00,103.00,155.00,30.00,7.00,15.00,63.00,23.00,9.00,66.00,93.00,1.00,5.00,4.00,4.00,9.00
"Durrington","Trent","durritr01",26,2001,0.32,215.00,191.00,27.00,47.00,8.00,1.00,5.00,20.00,4.00,2.00,19.00,36.00,1.00,1.00,3.00,1.00,4.00
"Dye","Jermaine","dyeje01",27,2001,0.85,607.00,542.00,89.00,163.00,35.00,4.00,25.00,100.00,2.00,2.00,57.00,98.00,5.00,2.00,0.00,6.00,13.00
"Easley","Damion","easleda01",32,2001,0.86,530.00,467.00,72.00,123.00,27.00,2.00,17.00,64.00,10.00,3.00,46.00,91.00,2.00,12.00,2.00,3.00,11.00
"Echevarria","Angel","echevan01",30,2001,0.51,250.00,222.00,32.00,61.00,11.00,1.00,9.00,36.00,2.00,2.00,23.00,40.00,1.00,3.00,1.00,1.00,9.00
"Edmonds","Jim","edmonji01",31,2001,0.84,545.00,467.00,97.00,135.00,28.00,1.00,26.00,80.00,8.00,4.00,70.00,115.00,3.00,3.00,1.00,4.00,8.00
"Eisenreich","Jim","eisenji01",42,2001,0.34,200.00,179.00,24.00,44.00,7.00,1.00,4.00,20.00,4.00,1.00,18.00,34.00,2.00,1.00,1.00,1.00,4.00
"Elster","Kevin","elsteke01",37,2001,0.66,330.00,287.00,38.00,69.00,12.00,1.00,12.00,40.00,2.00,1.00,38.00,62.00,3.00,1.00,2.00,2.00,4.00
"Encarnacion","Juan","encarju01",25,2001,0.82,549.00,507.00,73.00,145.00,27.00,6.00,17.00,72.00,19.00,7.00,28.00,93.00,1.00,7.00,3.00,4.00,12.00
"Ensberg","Morgan","ensbemo01",26,2001,0.03,204.00,179.00,27.00,50.00,10.00,1.00,6.00,26.00,3.00,1.00,20.00,32.00,1.00,2.00,1.00,2.00,4.00
"Erstad","Darin","erstada01",27,2001,0.87,637.00,574.00,96.00,178.00,32.00,5.00,19.00,78.00,18.00,6.00,54.00,84.00,6.00,3.00,2.00,4.00,9.00
"Estalella","Bobby","estalbo02",27,2001,0.67,383.00,326.00,47.00,79.00,20.00,3.00,14.00,52.00,4.00,1.00,50.00,86.00,6.00,2.00,1.00,4.00,6.00
"Eusebio","Tony","eusebto01",34,2001,0.73,361.00,318.00,35.00,86.00,18.00,1.00,7.00,45.00,2.00,1.00,37.00,63.00,3.00,3.00,1.00,2.00,11.00
"Evans","Tom","evansto01",27,2001,0.23,234.00,202.00,32.00,55.00,12.00,1.00,6.00,27.00,3.00,3.00,26.00,39.00,1.00,2.00,2.00,2.00,5.00
"Everett","Carl","evereca01",30,2001,0.84,534.00,470.00,79.00,142.00,31.00,4.00,25.00,95.00,14.00,6.00,50.00,100.00,4.00,7.00,2.00,5.00,7.00
"Fabregas","Jorge","fabrejo01",31,2001,0.67,303.00,269.00,28.00,65.00,11.00,1.00,6.00,32.00,2.00,1.00,26.00,38.00,3.00,2.00,3.00,3.00,7.00
"Fasano","Sal","fasansa01",30,2001,0.59,280.00,244.00,36.00,59.00,12.00,1.00,11.00,39.00,2.00,1.00,24.00,62.00,1.00,9.00,1.00,2.00,5.00
"Febles","Carlos","febleca01",25,2001,0.78,452.00,389.00,65.00,105.00,18.00,5.00,8.00,45.00,15.00,4.00,43.00,67.00,1.00,8.00,10.00,2.00,11.00
"Feliz","Pedro","felizpe01",26,2001,0.03,204.00,179.00,28.00,50.00,10.00,1.00,6.00,26.00,3.00,1.00,20.00,32.00,1.00,2.00,1.00,2.00,4.00
"Fernandez","Jose","fernajo01",27,2001,0.08,202.00,178.00,25.00,49.00,10.00,1.00,6.00,25.00,3.00,1.00,19.00,34.00,1.00,2.00,1.00,2.00,4.00
"Fernandez","Tony","fernato01",39,2001,0.77,258.00,223.00,33.00,68.00,16.00,1.00,4.00,33.00,4.00,3.00,28.00,31.00,4.00,4.00,1.00,2.00,5.00
"Fick","Robert","fickro01",27,2001,0.50,299.00,260.00,37.00,70.00,12.00,2.00,9.00,41.00,4.00,2.00,33.00,53.00,2.00,2.00,1.00,3.00,6.00
"Fielder","Cecil","fieldce01",38,2001,0.54,200.00,175.00,23.00,43.00,8.00,1.00,7.00,27.00,1.00,1.00,22.00,40.00,1.00,2.00,0.00,1.00,6.00
"Figga","Mike","figgami01",31,2001,0.24,209.00,187.00,28.00,49.00,10.00,1.00,5.00,23.00,3.00,2.00,17.00,40.00,1.00,1.00,2.00,2.00,4.00
"Finley","Steve","finlest01",36,2001,0.87,578.00,512.00,86.00,134.00,28.00,6.00,25.00,80.00,9.00,4.00,54.00,86.00,5.00,4.00,2.00,6.00,8.00
"Flaherty","John","flahejo01",34,2001,0.81,457.00,421.00,45.00,108.00,18.00,0.00,11.00,52.00,1.00,2.00,26.00,65.00,1.00,3.00,2.00,5.00,12.00
"Fletcher","Darrin","fletcda01",35,2001,0.82,467.00,428.00,48.00,125.00,23.00,1.00,17.00,65.00,2.00,1.00,28.00,52.00,3.00,5.00,1.00,5.00,14.00
"Floyd","Cliff","floydcl01",29,2001,0.82,472.00,416.00,67.00,121.00,30.00,1.00,19.00,77.00,16.00,6.00,46.00,79.00,5.00,5.00,0.00,5.00,8.00
"Fonville","Chad","fonvich01",30,2001,0.01,200.00,174.00,27.00,48.00,9.00,1.00,6.00,25.00,4.00,1.00,21.00,32.00,1.00,2.00,1.00,2.00,4.00
"Forbes","P.J.","forbepj01",34,2001,0.02,200.00,176.00,26.00,47.00,9.00,1.00,6.00,26.00,3.00,1.00,19.00,32.00,1.00,2.00,1.00,2.00,4.00
"Fordyce","Brook","fordybr01",31,2001,0.75,401.00,364.00,45.00,104.00,23.00,1.00,13.00,54.00,2.00,1.00,27.00,61.00,1.00,3.00,3.00,4.00,6.00
"Fox","Andy","foxan01",30,2001,0.78,370.00,325.00,44.00,85.00,14.00,3.00,7.00,35.00,8.00,3.00,34.00,66.00,5.00,8.00,1.00,2.00,4.00
"Franco","Julio","francju01",43,2001,0.00,200.00,176.00,26.00,46.00,9.00,1.00,6.00,24.00,3.00,1.00,19.00,34.00,1.00,2.00,1.00,2.00,4.00
"Franco","Matt","francma01",32,2001,0.62,295.00,253.00,31.00,65.00,11.00,1.00,6.00,32.00,2.00,1.00,38.00,43.00,5.00,1.00,1.00,2.00,9.00
"Frank","Mike","frankmi02",27,2001,0.20,200.00,177.00,28.00,47.00,10.00,1.00,5.00,24.00,3.00,1.00,19.00,30.00,1.00,1.00,1.00,2.00,5.00
"Frazier","Lou","frazilo01",36,2001,0.02,200.00,174.00,26.00,46.00,9.00,1.00,6.00,24.00,5.00,1.00,20.00,35.00,1.00,2.00,2.00,2.00,4.00
"Frias","Hanley","friasha01",28,2001,0.54,282.00,244.00,40.00,62.00,10.00,2.00,6.00,27.00,5.00,3.00,35.00,39.00,2.00,1.00,1.00,1.00,5.00
"Frye","Jeff","fryeje01",35,2001,0.66,399.00,350.00,51.00,100.00,18.00,1.00,5.00,31.00,6.00,4.00,39.00,57.00,1.00,3.00,4.00,3.00,8.00
"Fryman","Travis","frymatr01",32,2001,0.84,564.00,503.00,76.00,146.00,30.00,3.00,20.00,86.00,4.00,3.00,53.00,99.00,2.00,2.00,0.00,6.00,14.00
"Fullmer","Brad","fullmbr01",26,2001,0.83,499.00,456.00,64.00,131.00,35.00,2.00,20.00,80.00,4.00,3.00,35.00,62.00,5.00,4.00,0.00,4.00,13.00
"Furcal","Rafael","furcara01",24,2001,0.69,471.00,400.00,74.00,119.00,20.00,3.00,7.00,42.00,27.00,9.00,60.00,69.00,1.00,3.00,6.00,2.00,4.00
"Gaetti","Gary","gaettga01",43,2001,0.70,236.00,209.00,25.00,50.00,11.00,1.00,8.00,32.00,1.00,1.00,20.00,37.00,1.00,3.00,1.00,3.00,5.00
"Galarraga","Andres","galaran01",40,2001,0.80,474.00,419.00,64.00,120.00,21.00,1.00,25.00,81.00,4.00,4.00,39.00,104.00,5.00,13.00,1.00,2.00,10.00
"Gant","Ron","gantro01",36,2001,0.84,504.00,437.00,76.00,109.00,21.00,3.00,22.00,63.00,8.00,3.00,61.00,95.00,1.00,2.00,1.00,3.00,7.00
"Garcia","Amaury","garciam01",26,2001,0.08,203.00,177.00,29.00,50.00,9.00,2.00,7.00,25.00,3.00,1.00,21.00,36.00,1.00,2.00,1.00,2.00,4.00
"Garcia","Carlos","garcica01",34,2001,0.12,201.00,178.00,26.00,45.00,9.00,1.00,5.00,22.00,4.00,1.00,19.00,35.00,1.00,2.00,1.00,1.00,5.00
"Garcia","Freddy","garcifr01",29,2001,0.49,214.00,192.00,29.00,50.00,10.00,1.00,9.00,31.00,2.00,1.00,18.00,45.00,2.00,1.00,1.00,2.00,4.00
"Garcia","Guillermo","garcigu01",29,2001,0.10,200.00,177.00,26.00,47.00,10.00,1.00,7.00,25.00,3.00,1.00,19.00,36.00,1.00,2.00,1.00,1.00,5.00
"Garcia","Jesse","garcije01",28,2001,0.16,213.00,187.00,29.00,48.00,9.00,1.00,7.00,24.00,3.00,1.00,20.00,32.00,1.00,2.00,3.00,1.00,4.00
"Garcia","Karim","garcika01",26,2001,0.67,247.00,226.00,30.00,55.00,9.00,3.00,9.00,29.00,3.00,2.00,18.00,49.00,1.00,1.00,0.00,2.00,4.00
"Garcia","Luis","garcilu01",26,2001,0.03,201.00,177.00,27.00,49.00,10.00,1.00,6.00,25.00,3.00,1.00,19.00,32.00,1.00,2.00,1.00,2.00,4.00
"Garciaparra","Nomar","garcino01",28,2001,0.86,559.00,500.00,96.00,173.00,39.00,4.00,24.00,95.00,8.00,3.00,49.00,51.00,10.00,5.00,0.00,5.00,11.00
"Gates","Brent","gatesbr01",31,2001,0.68,235.00,207.00,27.00,54.00,10.00,1.00,4.00,28.00,2.00,2.00,24.00,35.00,1.00,1.00,1.00,2.00,6.00
"Giambi","Jason","giambja01",30,2001,0.87,602.00,492.00,95.00,153.00,28.00,1.00,31.00,109.00,2.00,1.00,97.00,91.00,6.00,6.00,0.00,7.00,11.00
"Giambi","Jeremy","giambje01",27,2001,0.72,385.00,333.00,48.00,90.00,16.00,2.00,10.00,52.00,2.00,1.00,43.00,71.00,4.00,3.00,2.00,4.00,9.00
"Gibson","Derrick","gibsode01",26,2001,0.13,203.00,180.00,27.00,50.00,10.00,1.00,7.00,27.00,3.00,1.00,18.00,33.00,1.00,3.00,1.00,1.00,5.00
"Gil","Benji","gilbe01",29,2001,0.59,372.00,327.00,38.00,83.00,16.00,1.00,9.00,34.00,9.00,5.00,34.00,62.00,1.00,4.00,4.00,3.00,8.00
"Gilbert","Shawn","gilbesh01",36,2001,0.10,212.00,186.00,29.00,48.00,10.00,1.00,7.00,26.00,3.00,1.00,20.00,38.00,1.00,2.00,2.00,2.00,4.00
"Giles","Brian","gilesbr02",30,2001,0.86,607.00,500.00,96.00,151.00,31.00,4.00,31.00,104.00,7.00,2.00,94.00,78.00,9.00,5.00,1.00,7.00,13.00
"Gilkey","Bernard","gilkebe01",35,2001,0.72,317.00,277.00,35.00,67.00,14.00,1.00,7.00,35.00,4.00,2.00,33.00,55.00,2.00,3.00,1.00,3.00,10.00
"Ginter","Keith","ginteke01",25,2001,0.04,205.00,179.00,30.00,50.00,10.00,1.00,7.00,28.00,3.00,1.00,21.00,33.00,1.00,2.00,1.00,2.00,4.00
"Giovanola","Ed","giovaed01",32,2001,0.39,207.00,178.00,27.00,45.00,7.00,2.00,4.00,20.00,3.00,1.00,24.00,30.00,1.00,1.00,3.00,1.00,4.00
"Gipson","Charles","gipsoch01",29,2001,0.37,225.00,199.00,35.00,53.00,10.00,2.00,4.00,25.00,5.00,5.00,21.00,37.00,1.00,2.00,2.00,1.00,4.00
"Girardi","Joe","girarjo01",37,2001,0.76,426.00,382.00,49.00,100.00,19.00,2.00,7.00,47.00,3.00,2.00,30.00,62.00,2.00,3.00,8.00,3.00,16.00
"Glanville","Doug","glanvdo01",31,2001,0.88,614.00,561.00,86.00,162.00,27.00,5.00,9.00,55.00,22.00,4.00,38.00,75.00,1.00,4.00,6.00,5.00,9.00
"Glaus","Troy","glaustr01",25,2001,0.84,602.00,512.00,94.00,139.00,31.00,1.00,32.00,85.00,8.00,5.00,82.00,133.00,3.00,4.00,1.00,3.00,11.00
"Gload","Ross","gloadro01",25,2001,0.13,218.00,191.00,29.00,52.00,9.00,2.00,7.00,27.00,3.00,1.00,22.00,37.00,1.00,2.00,1.00,2.00,5.00
"Gomez","Chris","gomezch02",30,2001,0.71,258.00,225.00,27.00,59.00,12.00,1.00,3.00,22.00,2.00,1.00,27.00,42.00,3.00,2.00,2.00,2.00,6.00
"Gonzalez","Alex","gonzaal01",28,2001,0.82,513.00,459.00,63.00,119.00,27.00,1.00,13.00,55.00,9.00,4.00,38.00,91.00,1.00,5.00,9.00,2.00,12.00
"Gonzalez","Alex","gonzaal02",24,2001,0.80,463.00,429.00,56.00,108.00,21.00,5.00,11.00,51.00,5.00,2.00,22.00,85.00,1.00,6.00,3.00,3.00,9.00
"Gonzalez","Juan","gonzaju03",32,2001,0.85,511.00,463.00,81.00,140.00,31.00,2.00,28.00,93.00,2.00,2.00,39.00,88.00,5.00,3.00,0.00,6.00,12.00
"Gonzalez","Luis","gonzalu01",34,2001,0.87,630.00,550.00,93.00,165.00,38.00,3.00,25.00,92.00,6.00,4.00,63.00,71.00,6.00,8.00,1.00,8.00,11.00
"Gonzalez","Raul","gonzara01",28,2001,0.01,201.00,176.00,27.00,48.00,10.00,1.00,6.00,26.00,3.00,1.00,20.00,33.00,1.00,2.00,1.00,2.00,4.00
"Gonzalez","Wiki","gonzawi01",27,2001,0.62,368.00,330.00,37.00,84.00,17.00,2.00,9.00,42.00,3.00,2.00,32.00,44.00,3.00,3.00,1.00,2.00,8.00
"Goodwin","Curtis","goodwcu01",29,2001,0.52,218.00,191.00,27.00,49.00,9.00,1.00,4.00,18.00,3.00,2.00,20.00,41.00,1.00,1.00,5.00,1.00,6.00
"Goodwin","Tom","goodwto01",33,2001,0.85,548.00,478.00,83.00,128.00,14.00,6.00,6.00,47.00,36.00,11.00,59.00,90.00,1.00,1.00,6.00,4.00,7.00
"Grace","Mark","gracema01",37,2001,0.87,579.00,492.00,78.00,141.00,35.00,3.00,13.00,75.00,3.00,3.00,76.00,44.00,7.00,3.00,1.00,7.00,11.00
"Graffanino","Tony","graffto01",29,2001,0.67,311.00,275.00,43.00,73.00,14.00,3.00,6.00,33.00,5.00,4.00,29.00,52.00,1.00,3.00,2.00,2.00,5.00
