"nameLast","nameFirst","playerID","Age","year","reliability","mPA","mAB","mR","mH","m2B","m3B","mHR","mRBI","mSB","mCS","mBB","mSO","mIBB","mHBP","mSH","mSF","mGIDP"
"Cirillo","Jeff","cirilje01",33,2002,0.87,561.00,499.00,75.00,152.00,31.00,2.00,13.00,77.00,7.00,3.00,47.00,69.00,5.00,5.00,2.00,8.00,14.00
"Clapinski","Chris","clapich01",31,2002,0.26,206.00,184.00,27.00,49.00,10.00,2.00,5.00,22.00,3.00,1.00,18.00,35.00,1.00,2.00,1.00,1.00,4.00
"Clapp","Stubby","clappst01",29,2002,0.10,213.00,192.00,24.00,50.00,11.00,1.00,6.00,24.00,3.00,1.00,17.00,38.00,1.00,2.00,1.00,1.00,4.00
"Clark","Brady","clarkbr02",29,2002,0.41,280.00,243.00,37.00,65.00,11.00,1.00,9.00,33.00,6.00,2.00,29.00,40.00,2.00,2.00,4.00,2.00,7.00
"Clark","Tony","clarkto02",30,2002,0.81,472.00,416.00,60.00,115.00,25.00,2.00,19.00,69.00,2.00,1.00,49.00,101.00,7.00,3.00,0.00,4.00,13.00
"Clark","Will","clarkwi02",38,2002,0.71,251.00,219.00,33.00,62.00,13.00,1.00,9.00,29.00,3.00,1.00,27.00,39.00,2.00,3.00,0.00,2.00,4.00
"Clayton","Royce","claytro01",32,2002,0.84,500.00,448.00,61.00,115.00,21.00,4.00,12.00,53.00,9.00,6.00,35.00,85.00,2.00,4.00,9.00,4.00,14.00
"Clemente","Edgard","clemeed02",27,2002,0.41,208.00,191.00,24.00,49.00,10.00,1.00,6.00,24.00,2.00,1.00,13.00,47.00,1.00,2.00,1.00,1.00,4.00
"Clyburn","Danny","clybuda01",28,2002,0.18,200.00,179.00,24.00,46.00,10.00,1.00,6.00,22.00,3.00,1.00,17.00,36.00,1.00,2.00,1.00,1.00,5.00
"Coffie","Ivanon","coffiiv01",25,2002,0.18,207.00,183.00,25.00,49.00,11.00,1.00,5.00,24.00,4.00,1.00,18.00,34.00,1.00,3.00,1.00,2.00,5.00
"Colangelo","Mike","colanmi01",26,2002,0.30,250.00,223.00,30.00,59.00,11.00,3.00,7.00,28.00,3.00,1.00,22.00,51.00,1.00,3.00,1.00,1.00,6.00
"Colbrunn","Greg","colbrgr01",33,2002,0.68,294.00,258.00,35.00,75.00,16.00,1.00,10.00,40.00,2.00,1.00,26.00,42.00,1.00,7.00,1.00,2.00,8.00
"Coleman","Michael","colemmi01",27,2002,0.15,220.00,198.00,28.00,52.00,9.00,1.00,6.00,28.00,3.00,2.00,17.00,43.00,1.00,2.00,1.00,2.00,4.00
"Collier","Lou","collilo01",29,2002,0.53,278.00,244.00,36.00,63.00,14.00,1.00,6.00,31.00,6.00,2.00,27.00,51.00,1.00,2.00,2.00,3.00,4.00
"Conine","Jeff","coninje01",36,2002,0.84,546.00,490.00,63.00,139.00,25.00,2.00,14.00,73.00,7.00,5.00,45.00,69.00,3.00,4.00,1.00,6.00,13.00
"Conti","Jason","contija01",27,2002,0.26,212.00,190.00,26.00,49.00,10.00,2.00,5.00,27.00,4.00,1.00,18.00,44.00,2.00,2.00,1.00,1.00,4.00
"Cookson","Brent","cooksbr01",33,2002,0.01,200.00,178.00,25.00,47.00,9.00,1.00,6.00,24.00,3.00,2.00,17.00,34.00,1.00,2.00,1.00,2.00,4.00
"Coolbaugh","Mike","coolbmi01",30,2002,0.24,238.00,214.00,30.00,53.00,13.00,1.00,7.00,27.00,3.00,1.00,19.00,42.00,1.00,3.00,1.00,1.00,6.00
"Coomer","Ron","coomero01",36,2002,0.83,452.00,416.00,43.00,107.00,22.00,1.00,12.00,57.00,2.00,1.00,29.00,65.00,2.00,3.00,0.00,4.00,19.00
"Coquillette","Trace","coquitr01",28,2002,0.27,207.00,184.00,23.00,47.00,11.00,1.00,5.00,24.00,3.00,1.00,18.00,38.00,1.00,2.00,1.00,2.00,5.00
"Cora","Alex","coraal01",27,2002,0.77,464.00,418.00,45.00,98.00,21.00,4.00,7.00,39.00,3.00,2.00,32.00,65.00,5.00,8.00,4.00,2.00,12.00
"Cordero","Wil","cordewi01",31,2002,0.78,403.00,367.00,47.00,97.00,22.00,2.00,10.00,44.00,2.00,1.00,27.00,66.00,2.00,6.00,1.00,2.00,11.00
"Cordova","Marty","cordoma01",33,2002,0.79,443.00,399.00,55.00,110.00,21.00,2.00,15.00,57.00,5.00,3.00,32.00,83.00,1.00,8.00,1.00,3.00,12.00
"Cota","Humberto","cotahu01",23,2002,0.04,204.00,181.00,26.00,50.00,10.00,1.00,6.00,25.00,3.00,1.00,18.00,36.00,2.00,2.00,1.00,2.00,4.00
"Counsell","Craig","counscr01",32,2002,0.77,484.00,423.00,64.00,113.00,21.00,2.00,6.00,38.00,6.00,6.00,48.00,70.00,2.00,3.00,5.00,5.00,9.00
"Cox","Darron","coxda02",35,2002,0.06,200.00,179.00,24.00,47.00,9.00,1.00,6.00,23.00,3.00,1.00,16.00,35.00,1.00,3.00,1.00,1.00,4.00
"Cox","Steve","coxst01",28,2002,0.74,426.00,379.00,47.00,101.00,23.00,1.00,13.00,49.00,3.00,3.00,36.00,72.00,2.00,8.00,1.00,2.00,11.00
"Crede","Joe","credejo01",24,2002,0.22,229.00,204.00,25.00,55.00,10.00,2.00,6.00,29.00,4.00,1.00,18.00,39.00,1.00,3.00,1.00,3.00,4.00
"Crespo","Cesar","crespce01",23,2002,0.43,290.00,252.00,41.00,64.00,13.00,1.00,8.00,29.00,7.00,3.00,33.00,60.00,1.00,2.00,2.00,1.00,5.00
"Crespo","Felipe","crespfe01",29,2002,0.51,278.00,244.00,30.00,61.00,12.00,2.00,8.00,38.00,4.00,3.00,22.00,54.00,3.00,5.00,2.00,5.00,5.00
"Cromer","D.T.","cromedt01",31,2002,0.30,237.00,213.00,29.00,59.00,12.00,1.00,9.00,32.00,3.00,1.00,17.00,49.00,2.00,2.00,1.00,4.00,3.00
"Cromer","Tripp","crometr01",35,2002,0.15,201.00,179.00,24.00,45.00,8.00,1.00,6.00,23.00,3.00,1.00,17.00,35.00,1.00,2.00,2.00,1.00,5.00
"Cruz","Deivi","cruzde01",30,2002,0.84,480.00,449.00,50.00,124.00,31.00,2.00,9.00,56.00,3.00,3.00,17.00,51.00,1.00,4.00,6.00,4.00,14.00
"Cruz","Ivan","cruziv01",34,2002,0.06,201.00,181.00,25.00,47.00,9.00,1.00,6.00,23.00,3.00,1.00,16.00,39.00,1.00,2.00,1.00,1.00,4.00
"Cruz","Jacob","cruzja01",29,2002,0.51,287.00,253.00,35.00,65.00,13.00,1.00,8.00,35.00,3.00,4.00,24.00,60.00,1.00,5.00,2.00,3.00,6.00
"Cruz Jr.","Jose","cruzjo02",28,2002,0.86,582.00,523.00,80.00,134.00,31.00,4.00,26.00,70.00,20.00,5.00,53.00,120.00,4.00,2.00,2.00,2.00,8.00
"Cuddyer","Mike","cuddymi01",23,2002,0.08,210.00,186.00,26.00,51.00,11.00,1.00,6.00,25.00,4.00,1.00,19.00,36.00,2.00,2.00,1.00,2.00,4.00
"Cummings","Midre","cummimi01",31,2002,0.49,233.00,210.00,27.00,56.00,10.00,1.00,5.00,26.00,3.00,1.00,17.00,36.00,1.00,3.00,1.00,2.00,5.00
"Curtis","Chad","curtich01",34,2002,0.71,303.00,267.00,40.00,68.00,14.00,1.00,7.00,32.00,7.00,3.00,30.00,54.00,1.00,2.00,2.00,2.00,8.00
"Cust","Jack","custja01",23,2002,0.01,202.00,178.00,26.00,50.00,10.00,1.00,6.00,25.00,4.00,1.00,19.00,32.00,2.00,2.00,1.00,2.00,4.00
"Dalesandro","Mark","dalesma01",34,2002,0.07,200.00,179.00,25.00,46.00,9.00,1.00,6.00,23.00,4.00,1.00,16.00,33.00,1.00,2.00,1.00,2.00,4.00
"Damon","Johnny","damonjo01",29,2002,0.88,634.00,566.00,97.00,162.00,34.00,6.00,12.00,62.00,29.00,8.00,53.00,63.00,3.00,4.00,5.00,6.00,8.00
"Darr","Mike","darrmi02",26,2002,0.69,388.00,344.00,43.00,95.00,18.00,3.00,6.00,44.00,9.00,3.00,39.00,79.00,3.00,2.00,1.00,2.00,10.00
"Daubach","Brian","daubabr01",30,2002,0.83,491.00,438.00,56.00,114.00,30.00,3.00,20.00,70.00,2.00,1.00,43.00,111.00,4.00,5.00,1.00,4.00,8.00
"Davanon","Jeff","davanje02",29,2002,0.32,250.00,222.00,28.00,54.00,10.00,2.00,9.00,29.00,4.00,4.00,23.00,52.00,1.00,2.00,1.00,2.00,4.00
"Davidson","Cleatus","davidcl02",26,2002,0.06,200.00,178.00,26.00,47.00,9.00,1.00,6.00,25.00,4.00,1.00,17.00,33.00,1.00,2.00,2.00,1.00,5.00
"Davis","Ben","davisbe01",25,2002,0.77,478.00,418.00,52.00,104.00,21.00,1.00,11.00,52.00,5.00,3.00,50.00,100.00,5.00,3.00,2.00,5.00,11.00
"Davis","Chili","davisch01",42,2002,0.58,200.00,178.00,22.00,45.00,9.00,1.00,6.00,25.00,2.00,1.00,20.00,38.00,2.00,1.00,0.00,1.00,4.00
"Davis","Eric","daviser01",40,2002,0.69,315.00,280.00,36.00,70.00,14.00,2.00,7.00,39.00,4.00,3.00,30.00,67.00,1.00,2.00,1.00,2.00,6.00
"Davis","Russ","davisru01",33,2002,0.72,314.00,284.00,35.00,71.00,14.00,1.00,12.00,35.00,2.00,2.00,22.00,68.00,2.00,3.00,3.00,2.00,7.00
"Davis","Tommy","davisto03",29,2002,0.01,200.00,178.00,25.00,47.00,9.00,1.00,6.00,24.00,3.00,2.00,17.00,34.00,2.00,2.00,1.00,2.00,4.00
"Dawkins","Travis","dawkitr01",23,2002,0.14,204.00,182.00,26.00,49.00,10.00,1.00,5.00,24.00,3.00,1.00,17.00,34.00,2.00,2.00,2.00,1.00,5.00
"Decker","Steve","deckest01",37,2002,0.16,200.00,176.00,23.00,45.00,10.00,1.00,5.00,22.00,3.00,1.00,19.00,33.00,1.00,2.00,1.00,2.00,5.00
"DeHaan","Kory","dehaako01",26,2002,0.27,211.00,190.00,29.00,48.00,11.00,1.00,6.00,25.00,5.00,2.00,16.00,46.00,1.00,2.00,1.00,2.00,4.00
"de la Rosa","Tomas","delarto01",24,2002,0.21,208.00,184.00,25.00,51.00,10.00,1.00,6.00,25.00,4.00,2.00,18.00,33.00,1.00,2.00,3.00,1.00,4.00
"Delgado","Carlos","delgaca01",30,2002,0.88,623.00,520.00,92.00,150.00,36.00,1.00,34.00,101.00,2.00,1.00,85.00,115.00,15.00,14.00,0.00,4.00,10.00
"Delgado","Wilson","delgawi01",30,2002,0.44,228.00,205.00,27.00,52.00,8.00,1.00,4.00,21.00,3.00,1.00,18.00,42.00,1.00,2.00,1.00,2.00,5.00
"Dellaero","Jason","dellaja01",26,2002,0.08,200.00,178.00,24.00,46.00,9.00,1.00,6.00,23.00,3.00,1.00,17.00,37.00,1.00,2.00,1.00,2.00,4.00
"Dellucci","David","delluda01",29,2002,0.60,326.00,292.00,41.00,84.00,15.00,2.00,10.00,43.00,4.00,2.00,28.00,63.00,3.00,4.00,1.00,1.00,5.00
"DeRosa","Mark","derosma01",27,2002,0.46,294.00,261.00,43.00,72.00,14.00,1.00,7.00,35.00,4.00,2.00,23.00,41.00,5.00,5.00,2.00,3.00,5.00
"DeShields","Delino","deshide01",33,2002,0.83,473.00,414.00,59.00,108.00,23.00,4.00,8.00,51.00,22.00,6.00,49.00,76.00,1.00,2.00,4.00,4.00,10.00
"Diaz","Alex","diazal01",34,2002,0.12,200.00,180.00,23.00,46.00,9.00,1.00,6.00,24.00,4.00,2.00,16.00,36.00,1.00,2.00,1.00,1.00,4.00
"Diaz","Edwin","diazed03",27,2002,0.02,200.00,177.00,26.00,48.00,11.00,1.00,6.00,24.00,3.00,2.00,18.00,33.00,2.00,2.00,1.00,2.00,4.00
"Diaz","Einar","diazei01",30,2002,0.80,466.00,423.00,51.00,115.00,27.00,2.00,6.00,47.00,6.00,3.00,23.00,53.00,1.00,12.00,7.00,1.00,11.00
"Difelice","Mike","difelmi01",33,2002,0.67,316.00,287.00,32.00,70.00,15.00,1.00,8.00,30.00,2.00,1.00,18.00,62.00,1.00,4.00,4.00,3.00,6.00
"DiSarcina","Gary","disarga01",35,2002,0.47,204.00,184.00,24.00,47.00,8.00,1.00,4.00,24.00,2.00,2.00,13.00,29.00,1.00,2.00,4.00,1.00,5.00
"Donnels","Chris","donnech01",36,2002,0.36,255.00,225.00,30.00,54.00,11.00,1.00,9.00,29.00,3.00,1.00,25.00,50.00,3.00,2.00,1.00,2.00,6.00
"Doster","David","dosteda01",32,2002,0.22,200.00,176.00,23.00,44.00,8.00,1.00,6.00,22.00,3.00,1.00,18.00,36.00,2.00,2.00,2.00,2.00,4.00
"Dransfeldt","Kelly","dranske01",27,2002,0.20,204.00,184.00,23.00,45.00,10.00,1.00,5.00,23.00,3.00,1.00,16.00,40.00,1.00,2.00,1.00,1.00,4.00
"Drew","J.D.","drewjd01",27,2002,0.82,470.00,403.00,74.00,116.00,19.00,4.00,20.00,60.00,15.00,5.00,54.00,86.00,4.00,6.00,4.00,3.00,5.00
"Ducey","Rob","duceyro01",37,2002,0.62,266.00,228.00,32.00,53.00,10.00,1.00,8.00,33.00,3.00,2.00,33.00,62.00,1.00,2.00,1.00,2.00,3.00
"Dunn","Adam","dunnad01",23,2002,0.54,343.00,297.00,57.00,82.00,20.00,2.00,18.00,49.00,5.00,2.00,40.00,72.00,3.00,4.00,1.00,1.00,6.00
"Dunston","Shawon","dunstsh01",39,2002,0.69,320.00,299.00,39.00,80.00,15.00,3.00,12.00,44.00,6.00,3.00,11.00,59.00,1.00,4.00,4.00,2.00,9.00
"Dunwoody","Todd","dunwoto01",27,2002,0.59,252.00,230.00,25.00,54.00,12.00,1.00,4.00,27.00,4.00,2.00,16.00,50.00,1.00,2.00,1.00,3.00,4.00
"Durazo","Erubiel","durazer01",28,2002,0.68,327.00,282.00,48.00,77.00,15.00,1.00,14.00,48.00,2.00,1.00,38.00,67.00,2.00,3.00,1.00,3.00,4.00
"Durham","Ray","durhara01",31,2002,0.87,616.00,545.00,92.00,148.00,32.00,7.00,15.00,59.00,22.00,9.00,57.00,99.00,2.00,5.00,4.00,5.00,10.00
"Durrington","Trent","durritr01",27,2002,0.26,200.00,178.00,24.00,44.00,8.00,1.00,5.00,19.00,4.00,2.00,16.00,36.00,1.00,2.00,3.00,1.00,4.00
"Dye","Jermaine","dyeje01",28,2002,0.87,605.00,541.00,84.00,158.00,33.00,3.00,25.00,96.00,5.00,2.00,52.00,101.00,5.00,4.00,1.00,7.00,10.00
"Easley","Damion","easleda01",33,2002,0.86,582.00,516.00,72.00,130.00,27.00,4.00,14.00,59.00,10.00,4.00,47.00,95.00,2.00,13.00,3.00,3.00,11.00
"Echevarria","Angel","echevan01",31,2002,0.57,278.00,251.00,30.00,65.00,14.00,1.00,10.00,33.00,2.00,2.00,21.00,50.00,1.00,4.00,1.00,1.00,7.00
"Eckstein","David","eckstda01",27,2002,0.73,532.00,468.00,67.00,133.00,22.00,2.00,7.00,42.00,20.00,3.00,38.00,58.00,1.00,14.00,10.00,2.00,9.00
"Edmonds","Jim","edmonji01",32,2002,0.84,568.00,480.00,91.00,135.00,30.00,1.00,27.00,87.00,8.00,5.00,75.00,132.00,7.00,5.00,1.00,7.00,7.00
"Elster","Kevin","elsteke01",38,2002,0.46,226.00,200.00,26.00,48.00,9.00,1.00,9.00,26.00,2.00,1.00,23.00,44.00,3.00,1.00,1.00,1.00,2.00
"Encarnacion","Juan","encarju01",26,2002,0.84,488.00,450.00,58.00,120.00,23.00,6.00,14.00,59.00,15.00,6.00,24.00,90.00,2.00,7.00,4.00,3.00,10.00
"Encarnacion","Mario","encarma01",27,2002,0.22,234.00,210.00,26.00,55.00,10.00,1.00,6.00,25.00,5.00,2.00,20.00,41.00,1.00,2.00,1.00,1.00,6.00
"Ensberg","Morgan","ensbemo01",27,2002,0.02,201.00,179.00,25.00,49.00,10.00,1.00,6.00,24.00,3.00,2.00,17.00,33.00,2.00,2.00,1.00,2.00,4.00
"Erstad","Darin","erstada01",28,2002,0.88,630.00,569.00,85.00,163.00,30.00,3.00,14.00,65.00,19.00,7.00,50.00,93.00,6.00,5.00,2.00,4.00,9.00
"Escobar","Alex","escobal01",24,2002,0.18,226.00,203.00,26.00,53.00,10.00,1.00,8.00,29.00,4.00,1.00,19.00,44.00,1.00,2.00,1.00,1.00,4.00
"Estalella","Bobby","estalbo02",28,2002,0.63,292.00,252.00,35.00,60.00,15.00,2.00,10.00,36.00,3.00,1.00,34.00,68.00,5.00,3.00,1.00,2.00,4.00
"Estrada","Johnny","estrajo01",26,2002,0.57,362.00,328.00,37.00,82.00,17.00,1.00,10.00,43.00,3.00,1.00,24.00,46.00,5.00,4.00,2.00,4.00,12.00
"Eusebio","Tony","eusebto01",35,2002,0.71,312.00,278.00,30.00,72.00,16.00,0.00,7.00,32.00,2.00,1.00,28.00,59.00,4.00,4.00,1.00,1.00,7.00
"Evans","Tom","evansto01",28,2002,0.18,207.00,181.00,27.00,49.00,10.00,1.00,5.00,23.00,3.00,3.00,20.00,36.00,1.00,2.00,2.00,2.00,4.00
"Everett","Adam","everead01",25,2002,0.01,202.00,179.00,27.00,49.00,10.00,1.00,6.00,25.00,4.00,2.00,18.00,34.00,2.00,2.00,1.00,2.00,4.00
"Everett","Carl","evereca01",31,2002,0.84,481.00,430.00,66.00,121.00,27.00,3.00,21.00,76.00,13.00,4.00,37.00,100.00,4.00,10.00,1.00,3.00,5.00
"Fabregas","Jorge","fabrejo01",32,2002,0.65,294.00,266.00,26.00,64.00,11.00,2.00,6.00,30.00,2.00,1.00,19.00,36.00,3.00,2.00,4.00,3.00,7.00
"Fasano","Sal","fasansa01",31,2002,0.52,262.00,229.00,34.00,54.00,12.00,1.00,10.00,32.00,2.00,1.00,21.00,65.00,1.00,8.00,2.00,2.00,6.00
"Febles","Carlos","febleca01",26,2002,0.80,398.00,351.00,55.00,90.00,15.00,3.00,8.00,36.00,12.00,4.00,32.00,65.00,1.00,6.00,7.00,2.00,9.00
"Feliz","Pedro","felizpe01",27,2002,0.50,320.00,290.00,36.00,73.00,14.00,1.00,10.00,34.00,4.00,2.00,21.00,60.00,3.00,3.00,3.00,3.00,6.00
"Fernandez","Jose","fernajo01",28,2002,0.15,214.00,192.00,24.00,47.00,11.00,1.00,6.00,23.00,3.00,2.00,18.00,41.00,1.00,2.00,1.00,1.00,4.00
"Fernandez","Tony","fernato01",40,2002,0.67,267.00,235.00,30.00,67.00,15.00,0.00,5.00,31.00,3.00,3.00,25.00,37.00,3.00,4.00,1.00,2.00,5.00
"Fick","Robert","fickro01",28,2002,0.72,443.00,393.00,56.00,105.00,20.00,2.00,16.00,58.00,3.00,3.00,41.00,70.00,3.00,4.00,1.00,4.00,9.00
"Figga","Mike","figgami01",32,2002,0.19,200.00,179.00,25.00,46.00,9.00,1.00,5.00,21.00,3.00,2.00,15.00,39.00,1.00,2.00,2.00,2.00,4.00
"Figueroa","Luis","figuelu01",28,2002,0.01,201.00,179.00,25.00,48.00,10.00,1.00,6.00,24.00,3.00,2.00,17.00,33.00,2.00,2.00,1.00,2.00,4.00
"Finley","Steve","finlest01",37,2002,0.86,536.00,479.00,71.00,126.00,25.00,5.00,21.00,73.00,9.00,5.00,46.00,78.00,7.00,4.00,2.00,5.00,7.00
"Flaherty","John","flahejo01",35,2002,0.79,374.00,347.00,35.00,88.00,17.00,1.00,9.00,42.00,2.00,1.00,18.00,55.00,2.00,3.00,3.00,3.00,10.00
"Fletcher","Darrin","fletcda01",36,2002,0.82,471.00,434.00,44.00,114.00,22.00,1.00,16.00,61.00,2.00,1.00,25.00,55.00,3.00,6.00,1.00,5.00,14.00
"Floyd","Cliff","floydcl01",30,2002,0.83,563.00,496.00,90.00,148.00,36.00,2.00,24.00,90.00,18.00,4.00,51.00,95.00,12.00,9.00,1.00,6.00,8.00
"Fonville","Chad","fonvich01",31,2002,0.01,200.00,177.00,25.00,47.00,9.00,1.00,6.00,24.00,4.00,2.00,18.00,34.00,2.00,2.00,1.00,2.00,4.00
"Forbes","P.J.","forbepj01",35,2002,0.03,204.00,182.00,25.00,48.00,9.00,1.00,6.00,24.00,3.00,2.00,17.00,36.00,1.00,2.00,1.00,2.00,4.00
"Fordyce","Brook","fordybr01",32,2002,0.77,393.00,359.00,42.00,93.00,22.00,1.00,11.00,43.00,2.00,1.00,24.00,65.00,1.00,4.00,3.00,3.00,7.00
"Fox","Andy","foxan01",31,2002,0.68,276.00,244.00,29.00,58.00,9.00,2.00,6.00,26.00,6.00,2.00,25.00,52.00,5.00,5.00,1.00,1.00,4.00
"Franco","Julio","francju01",44,2002,0.30,250.00,225.00,30.00,59.00,11.00,1.00,7.00,28.00,3.00,1.00,21.00,47.00,2.00,2.00,1.00,1.00,6.00
"Franco","Matt","francma01",33,2002,0.48,216.00,189.00,22.00,47.00,8.00,1.00,5.00,24.00,2.00,1.00,23.00,34.00,3.00,1.00,1.00,2.00,6.00
"Freel","Ryan","freelry01",26,2002,0.09,212.00,188.00,26.00,52.00,10.00,1.00,6.00,26.00,5.00,2.00,18.00,35.00,2.00,3.00,1.00,2.00,4.00
"Frias","Hanley","friasha01",29,2002,0.47,213.00,187.00,28.00,47.00,8.00,1.00,4.00,20.00,4.00,2.00,23.00,32.00,2.00,1.00,1.00,1.00,4.00
"Frye","Jeff","fryeje01",36,2002,0.70,334.00,298.00,40.00,80.00,14.00,1.00,4.00,25.00,5.00,3.00,27.00,47.00,1.00,3.00,4.00,2.00,6.00
"Fryman","Travis","frymatr01",33,2002,0.82,451.00,406.00,53.00,112.00,22.00,2.00,11.00,58.00,2.00,2.00,38.00,79.00,2.00,2.00,0.00,5.00,11.00
"Fullmer","Brad","fullmbr01",27,2002,0.84,539.00,492.00,68.00,138.00,32.00,2.00,21.00,82.00,5.00,2.00,34.00,76.00,6.00,6.00,1.00,6.00,13.00
"Furcal","Rafael","furcara01",25,2002,0.77,434.00,380.00,58.00,108.00,20.00,2.00,6.00,37.00,26.00,8.00,42.00,67.00,1.00,3.00,5.00,4.00,5.00
"Gaetti","Gary","gaettga01",44,2002,0.45,201.00,181.00,19.00,40.00,8.00,1.00,6.00,25.00,2.00,1.00,14.00,37.00,1.00,2.00,1.00,3.00,4.00
"Galarraga","Andres","galaran01",41,2002,0.79,477.00,430.00,54.00,113.00,24.00,1.00,19.00,71.00,3.00,4.00,31.00,116.00,3.00,13.00,1.00,2.00,12.00
"Gant","Ron","gantro01",37,2002,0.81,395.00,348.00,57.00,85.00,17.00,3.00,14.00,45.00,6.00,3.00,42.00,85.00,2.00,1.00,1.00,3.00,4.00
"Garcia","Amaury","garciam01",27,2002,0.06,200.00,178.00,27.00,48.00,9.00,1.00,7.00,24.00,3.00,1.00,18.00,37.00,1.00,2.00,1.00,1.00,4.00
"Garcia","Carlos","garcica01",35,2002,0.03,200.00,178.00,25.00,46.00,9.00,1.00,6.00,23.00,3.00,2.00,17.00,35.00,1.00,2.00,1.00,2.00,5.00
"Garcia","Freddy","garcifr01",30,2002,0.26,200.00,181.00,25.00,47.00,9.00,1.00,7.00,26.00,3.00,1.00,14.00,42.00,1.00,2.00,1.00,2.00,4.00
"Garcia","Guillermo","garcigu01",30,2002,0.01,200.00,178.00,25.00,48.00,9.00,1.00,6.00,24.00,3.00,2.00,17.00,34.00,2.00,2.00,1.00,2.00,4.00
"Garcia","Jesse","garcije01",29,2002,0.15,205.00,182.00,28.00,46.00,8.00,1.00,6.00,22.00,7.00,3.00,17.00,33.00,1.00,2.00,3.00,1.00,4.00
"Garcia","Karim","garcika01",27,2002,0.52,228.00,207.00,28.00,53.00,10.00,1.00,9.00,26.00,2.00,2.00,16.00,47.00,1.00,2.00,1.00,2.00,3.00
"Garcia","Luis","garcilu01",27,2002,0.02,200.00,178.00,25.00,48.00,10.00,1.00,6.00,24.00,3.00,2.00,17.00,34.00,2.00,2.00,1.00,2.00,4.00
"Garciaparra","Nomar","garcino01",29,2002,0.79,305.00,273.00,47.00,91.00,21.00,2.00,11.00,44.00,4.00,2.00,26.00,30.00,7.00,3.00,0.00,3.00,5.00
"Gates","Brent","gatesbr01",32,2002,0.46,200.00,179.00,24.00,46.00,9.00,1.00,4.00,22.00,2.00,2.00,17.00,34.00,1.00,1.00,1.00,2.00,5.00
"Giambi","Jason","giambja01",31,2002,0.87,602.00,488.00,92.00,153.00,34.00,1.00,32.00,104.00,3.00,1.00,97.00,88.00,12.00,10.00,0.00,7.00,11.00
"Giambi","Jeremy","giambje01",28,2002,0.79,452.00,389.00,59.00,106.00,22.00,1.00,12.00,58.00,2.00,1.00,51.00,87.00,3.00,5.00,3.00,4.00,11.00
"Gibbons","Jay","gibboja01",25,2002,0.51,323.00,291.00,39.00,75.00,15.00,1.00,15.00,44.00,3.00,2.00,26.00,52.00,1.00,4.00,1.00,1.00,8.00
"Gibson","Derrick","gibsode01",27,2002,0.07,200.00,179.00,25.00,47.00,10.00,1.00,7.00,25.00,3.00,1.00,16.00,34.00,1.00,3.00,1.00,1.00,5.00
"Gil","Benji","gilbe01",30,2002,0.70,373.00,337.00,39.00,90.00,18.00,3.00,9.00,40.00,7.00,5.00,26.00,70.00,1.00,3.00,4.00,3.00,8.00
"Gilbert","Shawn","gilbesh01",37,2002,0.07,202.00,180.00,26.00,45.00,9.00,1.00,6.00,24.00,3.00,1.00,17.00,37.00,1.00,2.00,2.00,1.00,4.00
"Giles","Brian","gilesbr02",31,2002,0.87,606.00,516.00,96.00,154.00,32.00,5.00,31.00,93.00,8.00,3.00,79.00,72.00,11.00,5.00,0.00,6.00,11.00
"Giles","Marcus","gilesma01",24,2002,0.53,336.00,298.00,45.00,82.00,15.00,2.00,11.00,40.00,4.00,4.00,33.00,49.00,1.00,2.00,2.00,1.00,8.00
"Gil","Geronimo","gilge01",27,2002,0.22,233.00,207.00,26.00,57.00,10.00,1.00,6.00,27.00,3.00,1.00,20.00,36.00,1.00,3.00,2.00,1.00,4.00
"Gilkey","Bernard","gilkebe01",36,2002,0.63,279.00,246.00,28.00,60.00,13.00,1.00,7.00,32.00,2.00,2.00,25.00,53.00,2.00,3.00,1.00,4.00,8.00
"Ginter","Keith","ginteke01",26,2002,0.04,202.00,179.00,27.00,49.00,10.00,1.00,7.00,26.00,3.00,1.00,18.00,34.00,2.00,2.00,1.00,2.00,4.00
"Giovanola","Ed","giovaed01",33,2002,0.15,200.00,177.00,25.00,45.00,8.00,1.00,5.00,22.00,4.00,1.00,18.00,33.00,1.00,2.00,1.00,2.00,4.00
"Gipson","Charles","gipsoch01",30,2002,0.39,239.00,213.00,37.00,54.00,11.00,3.00,4.00,25.00,5.00,5.00,19.00,47.00,1.00,3.00,2.00,2.00,5.00
"Girardi","Joe","girarjo01",38,2002,0.75,367.00,332.00,38.00,84.00,16.00,1.00,6.00,37.00,3.00,1.00,26.00,63.00,3.00,2.00,5.00,2.00,10.00
"Glanville","Doug","glanvdo01",32,2002,0.87,606.00,560.00,73.00,154.00,26.00,4.00,11.00,53.00,25.00,5.00,28.00,81.00,1.00,4.00,8.00,6.00,8.00
"Glaus","Troy","glaustr01",26,2002,0.87,622.00,530.00,91.00,138.00,33.00,1.00,35.00,88.00,10.00,5.00,83.00,139.00,5.00,5.00,0.00,4.00,12.00
"Gload","Ross","gloadro01",26,2002,0.10,204.00,181.00,26.00,48.00,9.00,2.00,6.00,24.00,3.00,1.00,18.00,37.00,1.00,2.00,1.00,2.00,4.00
"Gomez","Chris","gomezch02",31,2002,0.69,372.00,334.00,39.00,85.00,17.00,1.00,7.00,39.00,4.00,1.00,27.00,54.00,2.00,2.00,5.00,4.00,9.00
